,File Name,Number of Line Segments,Computation Time
0,task005_cope02_Incorrect_Task_0001.tif,110,0.025115800002822652
1,task005_cope02_Incorrect_Task_0002.tif,261,0.05745910000405274
2,task005_cope02_Incorrect_Task_0003.tif,595,0.11547170000267215
3,task005_cope02_Incorrect_Task_0004.tif,964,0.18252219998976216
4,task005_cope02_Incorrect_Task_0005.tif,984,0.192307500023162
5,task005_cope02_Incorrect_Task_0006.tif,902,0.14668199999141507
6,task005_cope02_Incorrect_Task_0007.tif,987,0.1665266000200063
7,task005_cope02_Incorrect_Task_0008.tif,1214,0.19733990001259372
8,task005_cope02_Incorrect_Task_0009.tif,1212,0.23800179999670945
9,task005_cope02_Incorrect_Task_0010.tif,1283,0.26161539999884553
10,task005_cope02_Incorrect_Task_0011.tif,1170,0.24029369998606853
11,task005_cope02_Incorrect_Task_0012.tif,1163,0.19902889998047613
12,task005_cope02_Incorrect_Task_0013.tif,892,0.16062810001312755
13,task005_cope02_Incorrect_Task_0014.tif,951,0.16589459998067468
14,task005_cope02_Incorrect_Task_0015.tif,1105,0.1889466000138782
15,task005_cope02_Incorrect_Task_0016.tif,872,0.15998060000129044
16,task005_cope02_Incorrect_Task_0017.tif,1041,0.18517609999980778
17,task005_cope02_Incorrect_Task_0018.tif,761,0.1447329000220634
18,task005_cope02_Incorrect_Task_0019.tif,746,0.14347260000067763
19,task005_cope02_Incorrect_Task_0020.tif,954,0.17886419998831116
20,task005_cope02_Incorrect_Task_0021.tif,999,0.18093910001334734
21,task005_cope02_Incorrect_Task_0022.tif,715,0.13524700002744794
22,task005_cope02_Incorrect_Task_0023.tif,696,0.17167650000192225
23,task005_cope02_Incorrect_Task_0024.tif,846,0.20336620000307448
24,task005_cope02_Incorrect_Task_0025.tif,644,0.13552380001056008
25,task005_cope02_Incorrect_Task_0026.tif,744,0.14604439999675378
26,task005_cope02_Incorrect_Task_0027.tif,820,0.15535210000234656
27,task005_cope02_Incorrect_Task_0028.tif,803,0.15138090000255033
28,task005_cope02_Incorrect_Task_0029.tif,962,0.17340359999798238
29,task005_cope02_Incorrect_Task_0030.tif,704,0.13265650000539608
30,task005_cope02_Incorrect_Task_0031.tif,805,0.1429538000083994
31,task005_cope02_Incorrect_Task_0032.tif,429,0.09297040000092238
32,task005_cope02_Incorrect_Task_0033.tif,705,0.16380300000309944
33,task005_cope02_Incorrect_Task_0034.tif,848,0.18490659998496994
34,task005_cope02_Incorrect_Task_0035.tif,787,0.13750440001604147
35,task005_cope02_Incorrect_Task_0036.tif,840,0.1495493000256829
36,task005_cope02_Incorrect_Task_0037.tif,790,0.13740760000655428
37,task005_cope02_Incorrect_Task_0038.tif,812,0.13730760000180453
38,task005_cope02_Incorrect_Task_0039.tif,874,0.1883195000118576
39,task005_cope02_Incorrect_Task_0040.tif,596,0.1435901999939233
40,task005_cope02_Incorrect_Task_0041.tif,604,0.10313960001803935
41,task005_cope02_Incorrect_Task_0042.tif,397,0.07660349999787286
42,task005_cope02_Incorrect_Task_0043.tif,771,0.1645643999800086
43,task005_cope02_Incorrect_Task_0044.tif,471,0.08197170001221821
44,task005_cope02_Incorrect_Task_0045.tif,520,0.1239697000128217
45,task005_cope02_Incorrect_Task_0046.tif,491,0.08212160001858138
46,task005_cope02_Incorrect_Task_0047.tif,568,0.13636679999763146
47,task005_cope02_Incorrect_Task_0048.tif,319,0.056614200002513826
48,task005_cope02_Incorrect_Task_0049.tif,501,0.07935479999287054
49,task005_cope02_Incorrect_Task_0050.tif,454,0.12243170000147074
50,task005_cope02_Incorrect_Task_0051.tif,522,0.11662800001795404
51,task005_cope02_Incorrect_Task_0052.tif,631,0.10313319999841042
52,task005_cope02_Incorrect_Task_0053.tif,874,0.13121429999591783
53,task005_cope02_Incorrect_Task_0054.tif,893,0.1371999999973923
54,task005_cope02_Incorrect_Task_0055.tif,1101,0.2060609000036493
55,task005_cope02_Incorrect_Task_0056.tif,745,0.1126949000172317
56,task005_cope02_Incorrect_Task_0057.tif,663,0.13171330001205206
